PC1,PC2,PC3,PC4,PC5,PC6,term
192085900005002,459333662634041,207400480604056,146224336774499,-126023627234508,231419630252428,zouk
270403544849941,-11345545510145,-18813808177662,-595519192358389,683032061638113,-128145591866467,bluegrass
409135752691227,146993623301621,126309064676254,-148604473794079,99825605173696,-693193820152053,jazz funk
364783210905141,-444692519486088,-118229116444547,-101137847517592,194149385745571,-886521333346535,soukous
60985193375738,284746271712718,-121477839083455,-139291088884242,683999046764302,213311712845999,latin pop
475051939487557,10187652104706,324256196610793,470273605672466,11348958714368,-146864871453616,trip hop
338847978212518,-175786679848756,-134108694739337,394376474562496,692400075995211,-167695231463578,new beat
208739825648662,-389763261752816,276480468049492,291926300327211,-955671012867694,-830392832059188,cantonese pop
274013422089804,-706516067144511,299529041067556,504489931276983,771819493328569,-232232454881767,british pop
343370719598499,-113491769122604,888263532945186,-103179227128242,110557812002093,837151661042995,hip hop
391594401527401,-414701677800547,214483832125474,-647260062908695,102067089426959,-192724529336051,art rock
497622814789517,548855504427452,423705574144253,-150175899023474,326933075600126,-329349531379237,western swing
151563255842412,-158586768868745,-126853344270326,707228201341177,310954190141126,-685998008471215,math-core
159233705060326,-123335088663014,914209335166304,-527360109258629,-113124665726677,119065458734256,dub
167536292895158,-184084824423401,343484015627126,501996129297673,472957634682297,73834352966771,rap metal
318672499672864,139107825212986,106046937970408,131956623564694,-1035118292493,-102369189936123,ballad
355526391377938,415091516969793,-108135252902858,-146593292772878,-178579567159313,-825852522797096,bass music
578038247895163,203948295075427,201978758771177,-809660299202621,748429369635345,-385234275817046,country blues
237156315932152,-782423600662216,-520466726622153,417176243582392,142054647791112,-569443704864147,chicago soul
203994516796772,-186337104571698,-153484677418063,-391447969156226,61092307381573,626143256135609,grunge
513100894558129,479836460559763,-138119646642803,-918068699272827,106871920521527,-177429815935938,country blues
372480059569839,415264232224628,591174263639716,-337341299646596,-28986344342752,-303857152920776,glam rock
468683923109348,-9065335943187,-188030492727411,-250433833959469,581613694376201,438777182736314,chanson
292401112029209,-367525345520099,-138690821412709,-746241934625753,-76880298865166,-405966443145569,black metal
385246244471331,478386771663537,-281127069961189,22350919981355,217026312312344,-136934520277724,honky tonk
496463577216406,789018036497491,165828363700916,-194066569591047,122388078757014,-375696952114344,country blues
17548153607429,-695839874216218,819352065846102,-27767038978233,-157983622766148,660900067159303,blues-rock
769927050174922,224207944006767,-899755624743247,-204702431938154,-252280857243225,392588108748505,charanga
348906848714002,846705014099139,-644282619381554,709009034063912,-513255790891689,-187220884206175,heartland rock
193519078661782,-106631467213236,-171160169470802,103438436366757,327343735800342,-154760353323648,southern rock
293124194238137,-166087018481705,-789337312948359,-122132807073444,795871982309737,51667331410414,irish folk
257908301270845,-268169552480527,11106635303414,189203965986806,-506789604614885,223508108918922,funk metal
453472098921636,117858349661071,131694032177868,317480687318693,37975518464126,-822057434314975,europop
186099234110457,-997775988203625,-163358939259377,-299714976936456,-119673452799446,-758234523916799,post-grunge
51130806719348,133528485380924,135276648404191,-578619946843989,463812311381153,-129298411216924,stand-up comedy
20124823015726,-17487041272166,619399877158925,-282213737504317,690589691888789,846767089027725,hardcore punk
440329541659698,100759117868805,136931083276772,-298248621902597,-289776176194647,-953191899303862,country gospel
489545608460916,124955279476314,-161863886792104,192845784656859,540966850488684,-162421591243012,honky tonk
-120895541379654,-599507232331533,156920471064281,585963846557247,214970086738287,-356035916428198,post-grunge
603514345527971,145610659724457,172953607276911,-202450544644119,176558678201502,-697502346729078,texas blues
332049365618936,444040351905534,-148063644324049,-585876458517554,-884717515695275,-121762181754015,hip hop
112501442583556,-125672544137537,374609452652803,-163953874233889,-119797523655245,981855716566256,folk rock
320924411474942,-211470506838105,-100759666150339,297559441200037,239120584372126,-123110771435233,blues-rock
248867349218818,-559552156443246,13166800654395,100768876536257,441727037661311,-5891868589983,hip hop
340855510553311,-452808561369963,321535298704619,-586009324861809,176782095710595,405773542846005,latin jazz
568276459033193,-569767956515621,298758298974994,-110853758161216,-235508396574662,234562064026172,chanson
41067352388395,10635471945468,-913770713996784,-940460731542648,-160735396602601,-131589483088726,southern gospel
337411552669033,-120419239458004,606278465095636,-134623424911253,670340178388947,489711027469555,tejano
132866976101725,-111118617902211,-129757740908075,60440396636755,-102357114007456,-658912546974365,hip hop
208580756685774,-211946088625977,-395920982742211,-414941263744713,856914553315244,509430780428588,death core
377668821429927,-991382409127524,63031859529835,-162231942171863,621504238337271,852335877119165,new wave
149757721845698,615098035091639,-640738484336402,161192399774249,-248717277971906,-141122196251535,british pop
447358904860583,859049213316476,64961925297198,-385565396668395,-471463488529371,-611119671201598,hard trance
450974861109177,206216814630688,-647532674198114,189019830811532,167233339712816,-295055491251989,texas blues
581841392533123,724965467874875,-545911345340294,-18322308981466,102919828943584,12738159425586,chanson
126192269482548,-123814582968265,127491661181992,250999310464889,-106679313034148,119728684270794,texas blues
389356700974178,875286311793329,786583434823288,-870782502659969,-14572031183201,-119483350451652,ranchera
354462448259737,178366512896722,1195622728599,735329331307152,-188574965612524,-991918495916588,irish
269882382570042,-136069422978597,889553880282797,-303135477921288,701487124963577,142335694782085,post-hardcore
142121160753129,-232373377968449,-181042646603678,698778329278984,102490719001005,-869502096907963,post-hardcore
227281911382013,-784808122088194,-105124282745745,580961324024422,-147924964949412,-112222635797693,reggae
124091220087561,-119203793729385,932633934563799,299105910689238,-733805511751808,106766497104926,parody
308798100986374,130059678879887,-910017825748242,-921307329096314,-256318354604553,-595932334043136,latin jazz
556179666933769,178066619443627,-120215603609053,-17355139182584,26150255592155,-269247845198838,ccm
355908715960722,93494364382453,-852850130335531,-483439108730393,-193696544418907,-132850735620171,power pop
150450097703234,-115192628567332,990549787560513,308868745961074,-115455509698346,978548911444952,ghetto tech
497551939031422,193763115830214,15385472338285,170059278122103,98606156366447,-168191501906851,samba
409054044327983,286562482787401,504570201764323,-364216739743196,150247524202372,-494716238297799,jug band
468716947107541,172110432482243,150510349219267,-819090878547767,911383556084578,24929564733803,jug band
29210367045931,-340051763902095,165033693160963,-101099966853193,-120720192754875,113097679689494,chanson
5976329217806,271584725792025,196714263203848,105976161187096,715936784469658,-166907017998572,jazz funk
549743176635617,216528353061069,-253816616623738,892568382235237,104149940614731,-641157668468074,irish folk
154311418581641,-927986665862194,-972639112373326,129216375836888,-442264437406834,-106944785196285,black metal
462190654258181,100949156402773,-476292763025625,535766492776477,584777301224923,-198660651418566,irish folk
169646833090169,-108511985149061,128079512140747,-25943511680294,-125418578577493,117774537480371,irish folk
428067202502515,-894289692276538,888382041923087,-222896296656404,119319841544298,-240644949540109,comedy
374297997973902,-119841238917173,-124237609665597,-186144048444293,-154613118221481,-667500574552224,screamo
178915550229694,-158466980000591,-125036814547031,-435530147822326,-710108068869862,-219858981860377,pop rock
253760980156961,-225752509422793,121205917944297,304237957863161,-888558858270897,-474920222977045,filk
370600771994564,-150706802629311,-102059453742161,-112344862323211,-658437191277969,-819861920088617,hip hop
235115751432354,-360708769127708,280214035443592,424909577249821,-83139266697424,-209159873933826,big beat
38315847787066,-21786672761428,-420183252104821,-541715099354302,-883444832127044,-773430012501131,folk-pop
345404073170774,-195378089294926,-427713338442058,-428890362284042,-261264660693579,-649625527832083,punk
3687530253521,550671996177229,18268842077836,785802845675615,284422998710736,-13211080159767,blues-rock
486460681119778,260126406202039,365438190666653,-108964227269839,623707856749217,-299577514010736,roots rock
300031822514224,-539258244041217,-871195760259904,30357295501521,-552016293085581,-10837891052221,dancehall
457191347563591,101681113977067,717324261649145,-239252633121248,-197220137617904,-598087336936949,mariachi
836466759698597,-151735268988344,243777598805293,-931256816773425,104058457717124,515990130275089,tejano
416142403543492,85467690628887,-98528690123386,-202379671511779,-123928705771206,-351156517519505,celtic punk
297986444323935,-113163471714775,720450415536472,-763836376478829,889557125237613,607981826866986,emo
136182848548781,-219692925721422,297865326388567,-298399581061023,-214492580029714,113308025528991,roots reggae
458441099593414,492883297303308,497471718342597,-893223812215826,758780292370374,-666282106140172,freestyle
298975838533578,-183410657273924,458424536324535,-123681960819422,86369088770908,120436667602834,rap metal
11727708529509,-173681927323883,512718708091377,120584358540898,230068750897902,619040886993286,pop punk
460419562153942,-245650561893443,-124222020661165,-597789687730291,130969078783173,-121781679819049,irish folk
232889230688956,-68076599853226,-159411115355851,134378542211064,294099925661613,-152646804336707,hip hop
451343170997258,711379170919911,-805911941207604,-148253558184455,-117809887276108,-78987695139812,flamenco
283568586225654,829310135252206,357599710722627,202160141591072,-496425051023593,-128040813285919,lovers rock
545831046085025,919578643271052,-63345136612629,-575576365905694,904400925421832,-110869831756395,art rock
459442167919343,724479530864893,629559818915534,-15225517834992,-992180161087187,172039545415858,salsa
12423235090127,941459783497844,127755392712922,543478299206845,499925354358286,784953588090663,soundtrack
338402960260574,196141515260977,727770024220835,123661349056816,-486320835867224,676109712235704,rap
555935776221895,16581175655849,196220653242942,-787721289932738,-155533838457121,580506693947428,instrumental rock
612485731816195,225925482363156,117920912118336,-84714959548231,649651744628819,-357733140780572,country blues
622995160465843,744576993071605,-898937112181189,673863703740508,-986648973610358,2685671625727,chanson
549043110818161,156686319076656,-958024329806796,-365304772627925,125084089693043,-201571973925761,hip house
317083939610313,-544198110189016,-117947946181523,173115493711679,-528165173483676,-111763511911316,southern gospel
391543739874562,882340634662639,765740082824045,129358571951978,392730328765951,-979842072781967,singer-songwriter
521919712165639,904299774712974,113526279427265,-398166359384622,783738272358943,-27457574330413,europop
195669142186176,-394317811403122,-137145462047347,418674795232803,-167475317149471,-826970398375938,easy listening
350799314051303,-146230623215562,-407752649333172,-155817750069445,-122887552745823,-486659984148186,country rock
342924292289304,-564840377074708,894168873374476,-782480711713803,-680222747073106,836135020295108,latin jazz
433776515448539,129652106608071,174882747908899,178874478602911,-613761392024597,-757545912,vaudeville
571200080239359,376353739810119,112745106016366,-10760882375443,171308276888728,125435669567808,country blues
437921434498365,165158606444536,157376155858581,-225313724016123,828492420263743,387389193605642,chanson
299107650702942,-296462764848071,780693210802492,278599859309731,-188518023248737,230979631145851,power pop
447280182562496,-480776533156102,628346580019436,-621063246864617,776738354059567,128843975828163,electric blues
354885274950498,-574196894332583,301459762384435,-11592109666063,-309422916217235,563633765997286,ccm
153340754528814,-135497544343469,119602967999145,100441038321387,-630000506618001,959901598705702,hip hop
112006636675256,-189187782984463,-881776234787433,558630155547599,-397001715607454,658295737194911,hip hop
52174444105143,533380474344446,127065047968433,-77642335618248,163526900227627,-241926707043643,gospel
-422152576997825,-420928595356692,-119476275696935,-784414358471817,492679925395014,-455122858645857,chanson
499450104614041,105380137117334,954062411349689,-126857800050698,380981683082744,-535543961571394,boogaloo
171664632886724,-986557291228404,757283629065123,987596182991247,-128413943474723,965241029817608,hip hop
335966059822882,-186751254520217,-192538746825984,-114880496374798,139433241936266,773036792517707,alternative metal
175358602417434,-749847342143942,113768032745754,193172357674521,-15044934543349,977411791138086,mexico
175482791030356,-18418641450998,-184693013033494,353677900793842,275041645644145,434712515131588,industrial metal
175779555304989,-173394961149425,-845101658364247,851000332049452,-18928218128163,-324830545508031,hip hop
398956373741907,-516809079616654,509680688027447,-942485239917353,126034280731343,-102352317373578,illbient
48998775707143,108837842496416,14696695728142,-715980036699444,116309963219633,35849960753185,roots reggae
3442884921795,-191543097377763,-995637659134262,604829401481137,41994197854121,-130352082257343,rock
231809023565306,-194697286726513,-32797165547393,297041215476134,961534997240041,363156301813125,hip hop
743209496555446,29118799084594,-1079190444435,506820180490845,158161841767778,-361755829075421,requiem
351636119101003,-792367775541456,-124757211922707,255921204641865,111158931243224,-106137505256204,british blues
526547277459452,145308813561286,-12359717323679,-786960645718739,-62213570023567,-221174719838674,delta blues
324198292357108,-436845901572945,-10418514331918,110297180518784,-909115478481839,-879301981264285,reggaeton
357590329312256,140135627729347,-680384455528259,193936522747661,-627143384734894,-232558196760276,chanson
357295625825009,-668584369387701,-313743025038059,-796555186460389,561389283059149,-109271334635165,lovers rock
619206289249328,156766719491319,658552973140129,-331828896719086,109669188786952,-130030349316027,ballad
412322023344822,28182503732745,-874333866242632,-157893019628152,-142933077795367,-566909594657085,post-grunge
56156747315137,119271111073145,601443035942639,373660146435177,146699635790912,-134258726002436,country rock
352765278282958,140034108534304,499606450806195,143638647137867,-110671354991421,-135560233283396,ccm
489711008462162,10013399925252,-133304133846619,-552888292028102,-4216576365615,-185104026061112,rockabilly
242094956096088,763221536503666,-420017132437087,18734352980544,-148410996104328,-158154377376415,happy hardcore
394662870044773,-115131793075706,-850675342404168,362821326069566,543569070034805,-142973975801362,reggae
16425527465966,-928988843987951,514927982221029,466038764610854,-128979699151858,558834301250546,dance pop
361450613161076,-80516934701701,-376857396193816,-62545746322928,452780121105529,-16878314378224,heavy metal
559960717926975,299611721680416,109860998080423,-344272322632629,118513627142197,132278817115387,europop
416690521038608,140460666073272,-751271156417549,908244506527476,-869921452887772,-138969554420188,chanson
536451054538141,138344352906758,-979529206233235,-396830411074447,-146266628642583,-192714146669752,hip house
-220232516641165,158108094174831,139979821968416,970204992897945,-137551744527777,-601584760646137,chanson
113354604615839,-14790830115326,958838006376239,892124583489518,-779276986767981,964311637922875,space age pop
410209547478513,-105468857207238,-10492417998061,-560051361608284,763788373064046,-103102759940428,folk
147136461863769,396326465340137,162904804273203,-847791267741453,167477911884868,513828852786035,chamber music
437183975610957,302108721422255,186499756961801,894040201411811,135321500485148,-119486974981303,alternative rock
169961188302976,758594875378581,143689731491133,225740807131267,-115854210495255,-105339963820456,ccm
34244788105431,-364545429248207,147481075876633,-143843587907092,784510328882449,-413958685525036,chanson
34055805323568,-74862999154693,256192740203917,256397225823083,672272302207386,-917540195651283,irish folk
455336981499335,27188367708282,133523879827448,-739903561052572,192226830919379,27445662975686,dancehall
780722011600502,-123083846511374,-286508760935426,-987207655160331,-120896993761722,541743222383179,indie
622474218347232,109380251043747,-413069220565277,320198576092985,233357111718645,-22867228737652,smooth jazz
579007344397734,181252328368583,107778784377127,-125581507486019,-200505101757473,-512812366201961,chanson
180289187733965,-215298490374036,-29651866735109,267266668606826,563026480262692,343250628047231,post-hardcore
222906233655872,-478332160871887,-112883081401226,140035009199722,-164332072931744,-835734840100028,rumba
29873499042398,275378386206935,-109144196188917,991207379183771,-440046503739547,-163873618796791,salsa
282259231388723,-792051500365553,-223058010798127,46365349731713,-962268235167418,-712184268262836,breakcore
282338158803865,-898491327742746,-142778209521671,484847827266446,247480459555726,-114154848677981,oi
135278485456825,-114003007622374,-928178736033915,103169204722033,-10173429938084,-9453315302,alternative country
672993679795758,-734725150917524,943011426224595,-159625296769032,702961033959148,225235187588529,chanson
298000354888036,139894930071846,350214864783766,860410087284869,-266016580647118,-100294356506034,emo
379151109110393,270382703986228,121846088784874,-126224681260595,-157308517666471,705422007727913,salsa
155686687908226,-154849063920856,143047727102533,110525631399289,144690855175605,102318588239912,christian rock
294211828225996,-235298414364188,140695785475703,119871729903115,300930711498843,770521306825479,comedy
689395360009624,-874901023920961,741727223969381,-124330724040604,258693664871184,312874634433456,chanson
256669184050732,-587268522829544,207290694106734,264501808584416,-761078615692649,-829518349047399,crunk
557848766907753,305533021891382,14873214916624,-240479867221878,451217642653421,778379217431513,hardcore punk
365123288674905,140202476440278,-377032837491282,177557114957394,-838364122225833,-226555225611321,reggaeton
295249986716797,119715221934632,-156877980858392,423964608285634,-117735137800948,-808946542195964,pop rock
31217304643056,738086865737452,-172285567307566,-108250665827424,-229963347849116,-12968839681535,country blues
395185026316111,-841443807033078,-130017213016318,-825858125780293,602539537281492,-910932714491988,punk
158146049097317,-13619218626753,661647215293479,406763847654202,-92142434233512,68141596659122,post-grunge
35611398554531,-748376513245598,231866390873143,566627014328049,128100629652862,-542117017936959,folktronica
368089601661115,-553826106781323,548155283549525,-154174894864102,-165910834878483,411045860899589,experimental pop
305059972343152,-141420639318681,-136828030163044,-470633192692942,789061955258042,-900790109971587,hip hop
348979953307535,-905380966886474,-181164421260521,-50049009621651,185260114562743,-127959125601923,singer-songwriter
224633203714036,-121309889927019,-537871614942361,-424705749593685,-107909497018285,2577120072,horror punk
273941360581191,102171588958828,-536183877637672,640192083308326,114420169053935,-275496527498543,brill building pop
407101441626878,187407272754706,143371176704001,-133215837242641,-116738220412082,669501946953339,reggaeton
557045033745443,101661405292634,-144137686931315,-428784221989581,839558737925764,-256638254453166,honky tonk
399685629539069,469930535839176,166197345949734,-60737990584538,-342967697853434,566302636694369,flamenco
118921793450218,-167856525431475,-142619038104663,125206297552426,-456472697218047,-853798697692688,neo soul
151427668033547,145624098765505,471504080575724,-108558156961947,415164734088736,106388440253506,honky tonk
499949861148466,814268014449734,-140642197851425,-117957188105352,177010753643511,-222498146414565,salsa
199192464152202,-766313719898442,113129903392944,174974443088716,-149381861608878,792053764826149,folk rock
431124160480263,144635570163131,-42533284600652,-896151429916874,-291612047327699,-683698869006133,new wave
249923417568785,-170024281995451,954979243940594,-628206890631357,-250625136195231,113733487657933,power pop
284800227764725,-910667064917638,149333322475413,-238771845047977,-329600329236747,921758777455808,southern gospel
391348009793399,-129255380163315,-256496090819556,-496449152879897,155704968679987,-119984136191163,blues
628254347737378,175661800857793,162818637922389,482415639338243,13546086035367,-226992038033923,jazz fusion
350404721300645,166073058377831,-514265497454746,263517774530261,-718455330894546,-119022956606759,chanson
445751616774672,889672036849328,-126292741500293,-584497291649391,-764303665040778,-204969750210477,gangster rap
582177089477646,629301094647368,-75229987073414,-10238924236227,893677661515496,-157650066366568,samba
350416964577616,-125736120886098,170537990451921,361822921408469,-213006589691156,194632102445809,blues-rock
2652137140668,-708185434296574,442984200087017,532390319779309,-314676716225959,-106990444916773,dance pop
416985820397721,-520251655165231,410650327922776,596178886443136,106733160311381,-856828766816762,country blues
474163329562527,804994165319889,-108261749812863,657200995590745,51657844406506,-231603623094538,post-grunge
572202515847002,488314542033233,-316976516238723,-534874778259337,30648566905553,888378477732193,orchestra
610748208763174,106405360263759,529833787129247,-109446024836466,675754161960712,-955834147040507,western swing
480376992873852,762072614982502,599132910189761,393953581265608,141777741981003,-129087953898107,r&b
40586054604509,-73181883857178,-159687232483946,642708565931021,778628557554876,-214352330323696,salsa
315698571073607,-417143106773388,45794548345976,871144811016209,311721336114964,-560336256195048,reggae
348427216062003,-289679504866466,-396049945179848,-784361258127079,-386654332484982,-716557224650147,pop rock
39466620153117,-127118347772669,366244941232169,-616147168397559,347859266724365,-495429622628931,pop rock
316143844306576,390783031662026,616133448524905,200948194657627,-962076498714245,587984185443006,alternative metal
504914056416041,106845309977983,129603327266099,705806946186864,175028662938725,-644044040456097,blues-rock
411074214076988,-32819397712465,-508588083566968,-113226612121878,-393553784702411,-502171444578536,experimental rock
468337333268398,-211635726287734,-116389562271531,-651268790895212,721487680538871,-138119202024873,parody
259848691198936,-117096675986137,263771515177904,771845472809681,496702915177299,-156202694260691,blues-rock
118919246017944,133333213070242,154499366662924,804344519035839,153689750379615,598740396856084,disco
-326209109115167,-10263250585083,185774445036016,173704281802402,852635441218742,-657366762041026,bluegrass
626722212148998,169676823831267,48182969592711,-123813988948779,-283639082483364,-113167640861908,ccm
412722493021926,817788926914939,-121951364515686,194604757376827,-115854587267372,-188555813259372,bossa nova
212353272862892,-188250573770567,681614929505037,-766886145959463,-577847832952286,130823442921068,post-grunge
447844560216598,797791617436726,420873983108908,354855473619817,101917046053989,-765234524464257,folk-pop
384889699848761,109281102946147,209528544413109,147366104082779,-36457458528696,-381289722665834,chicago soul
-233941202721909,375056941046817,-569975272125624,902456650664835,-99775669074358,-670479787911536,instrumental rock
474152962467297,-527211078080859,121211093793946,-808509619660088,560410056056587,242455604782659,jump blues
456029415909852,-349404675857034,143591220355123,-161073321057439,-201529552382507,999969202064128,honky tonk
534859287487226,719951215703694,140521401570283,-482467237507126,59057062844959,-201463977924643,rock 'n roll
410645194175487,-651586243803561,-151770957425914,-348823733643717,708472118368216,-130509267109017,humppa
352726872603884,-180143281232895,-477790377657976,-11186103483476,-379949470229922,-82198637193888,chicago house
403076855427571,34441246848262,-812493512057913,134707939860089,-476012378437084,-135906232475535,southern gospel
271491871062802,-339645735459422,-865959365413161,146705836641502,-158500171250188,-138562938580052,r&b
447052751383223,820782101865151,-127304705994313,-158014819582618,-875733379610989,-180078739666741,gangster rap
352393981083514,8742877674233,906840591510138,197973472005727,-178727259190631,-115710456780318,death core
412982720608373,208058153357779,-709568187951115,902113735948531,-234442174132019,-229591840728965,funk rock
117242032462373,-185846384404822,106533268760032,-111487995212945,-703700998195337,100980647895679,blue-eyed soul
379780665282731,-595886768112037,-274829235227654,-367749036631828,209593458872986,-321421473592669,dance rock
394152580987669,-808611791814329,135561436476165,-941632556516433,362840240917264,104383878247782,power pop
643130264398754,148701444811418,590651824465454,-174472824080013,120659355000767,-179155447804024,jump blues
521217567472375,882782335809898,620516696314382,-263329965770519,31799888180421,-136623029165379,chicago blues
277269474754959,128825730957263,-476311912374073,9374048263097,-316730028822429,-14515884681877,blues-rock
233666148963591,-192000857670652,629176031803734,-979908693790818,-537253353853034,110407432802182,dancehall
10837360339569,-888131351134972,602817614713175,317046903942141,-130645715801357,-887086196354759,rock
226611084917586,-944406475830552,-409960185223567,223981855250332,-127976683537581,2973446210,irish folk
34526355431051,-35771740412253,458096809139503,220120589367963,-945747858175248,-100800504982546,folk rock
508607540307572,427047355535783,-14676782526112,-155994646500283,-133918372996513,252047300935509,soft rock
433393591305797,157727501820438,105708986381342,13749113369537,-651719707376996,-116540235562783,guitar
24206092484229,-297764917866371,-502408970884712,-512929126174297,522415391106671,-234588952833577,hard rock
400384370722371,631778815305085,-377399425617837,-465136636549816,-157400036047553,-758702539764624,freakbeat
302864256630123,-20695983216454,440912525790726,-818624120423203,939562858633415,121877818195288,post-hardcore
117058811219311,52014853257539,193922049865364,-721347474170596,-180739738170684,-247426158112252,chanson francaise
440635029674819,-532671648805994,220706813083287,-572738343154531,84313922396123,2262158679,blue-eyed soul
450636327524185,-951191536185763,154712787706042,-977196255819866,280837400367973,879156349300807,dance pop
377834883223566,-376970342788341,395842034356186,992986407996601,262935314948202,-812515461736387,progressive house
386310238987237,307267960255137,-136595939109349,360056857710727,-601048589603273,-161789193997722,flamenco
349050335864574,522548017826966,181061869150713,282898750543128,995702169962478,-176557497709624,hip hop
574748913187575,447013349218631,-142055375163219,-935827667750947,-293922781269701,106534924786775,charanga
891371224152783,615464062653405,-173062683617595,-179080987191835,107699032860364,20952312604623,musette
-55597028815351,94979868645103,-744902936669308,166593151337472,357144665692688,-568236936790486,irish folk
352325992477534,-581652224218644,-138329100664051,71968829822629,609801291171622,-140927747839692,funk metal
690678691536807,193110575334964,188130978520386,-131763545301478,544304748332294,-131067007545617,latin jazz
210328987460368,-225485854992563,809878728512394,608325339249862,114347767217441,10856004786348,pop
361749923878734,-519004161859185,153868435306572,-319123225135228,-958392859124538,957287223017031,pop rap
473133567711521,577181444544716,-1413015575862,-332430020430607,-954371036155102,-185020736833996,reggaeton
699502922253112,-774965389315214,224999792032896,-168935236557515,-465785048775003,-324375062255811,gaita
332291209338229,-647354178236241,126314217784349,-600457620466817,-653762944264524,101382689825471,ccm
408618107136106,-182274207185048,-447927032720336,193542821011771,404356394697991,-83714111593167,country rock
423430872559347,-222416452890324,378286353678077,-33052984633276,55171081366185,-205323287950138,hip hop
485495740957499,-677078647448623,-757959264298153,-171549537595764,513490659157257,-186085290317133,samba
318346015953088,792515426761261,125777983147959,157233596634434,-108378563694008,-480502432086014,glam metal
657468472738981,229341036817811,-761909762992589,-720501454091484,-578972413204965,-224075435631196,breakcore
19230404858248,235766681980728,-778391775871495,2390284844786,-618898898605726,-679026002688135,punk
-105033536906588,-363735496772151,-223746006789188,651344798956058,93349946944891,-144144374567276,blues-rock
21208107097063,-142484049782604,-148240711493085,-116559627085609,-648216220122519,-216892996274687,charanga
404131804098272,399682030612194,-105798425035126,105200592195941,-76809268452448,-149659832114714,reggaeton
745001062378092,183279344868313,117510656909163,-224851672840987,214555221530946,-14207007531975,western swing
745664598983957,211339109272303,-1303564589549,-437097229765319,127750367498678,-305815597661197,western swing
239168522257411,-131037214177308,144363411034377,456627018282526,-63399037048899,106217335992152,pop rap
34832544498745,843385587762882,927815445900986,187558432263943,-471705005158416,-103861645327961,power pop
952857668383279,368582909170754,-760232914025559,-107899358095631,142707503444409,-354667740218681,ballet
10599479600285,164623737490929,986259549019416,177143590948873,339570707726692,54967491625955,latin jazz
189795219223249,-19636833906824,967172077286581,114255727715018,818668431717278,826555603999241,horror punk
497168914794909,10207247423117,-124408310238133,-103825560546125,-145058617693165,-151484356381174,cumbia
863318262679996,-105198254095782,-871508923814949,-153833998069973,927147552036749,391074954592251,blues-rock
436849422460354,-136221153836009,956960864503166,584149954139813,121531542407774,-274500375059653,soft rock
476547780398638,179727021297556,792696448969305,138919279515791,-491829633997656,-160580796892994,ccm
216292953116136,-171221967780836,130854305794618,115940513217129,864896349378081,883041723368121,southern rock
430159419390226,127731198902032,-150611248115576,138450107768813,183772070665429,-179768461920972,reggaeton
455297205263504,457577571573272,451557833288531,-65996326204137,-58502966169229,-167997839798947,hip pop
999777278123152,-794764558102103,-19191750837076,11005214996837,157676723856576,53914687979696,blues
791052057016023,16711080105551,104194613277515,-102084576859899,229507042677194,-121127949220438,western swing
417439429944239,199042630706075,-438092880371317,874859348369491,-235272017100741,-202518895390321,dance rock
127076171270158,-718060198747559,-748888804186222,321547982844465,-335114897774005,-150188595024247,pop rock
378279471310087,-595165536483273,536850631813293,536163465707976,329743589673876,-471282561590266,ccm
593988057689837,113132971286698,149541802532038,-639823249133991,449803954283158,-353745683145861,hip house
334132612420057,-585577461742835,99074538487359,302392136747295,-51391126577317,273445956477273,blue-eyed soul
-154428388464286,-113161265783899,844832110873355,-602454980626101,-486829628848875,-307823832338026,western swing
264338524569587,-173113270290859,123495509363537,245412816438643,696967937916679,10900837888241,dance pop
259760153577599,-143597780634387,785644518136406,430346827100615,281067198422475,604957280033391,hardcore punk
58627171997581,595697994005454,-423163487022757,-13911884766632,269788196040025,-100477014473068,dancehall
358303218348301,121980209820024,-65509532116669,179226069094472,-123142223273562,-221063339678173,progressive trance
892019991714808,375966560101871,-914525771374452,108992274631205,538671909135844,-321513161098107,new wave
158655264571838,-634082740512587,393069233013112,29114652848934,-225584589786113,-78268880495912,southern rock
496028835367301,156347935619131,211322609408625,146568165736134,268577662368747,-815213579435185,experimental rock
5226701629623,665936044840929,-297415987481116,505139896152195,527272886044816,-147067498521907,swamp blues
263042917791897,909084623205354,137382839926294,219296381070276,-394628544778417,-399326291919879,rap
452299724460177,-289792514445761,629627467417133,-980987271244707,243699866180527,192422302350102,rock steady
396045424862917,-146604509442852,489906970760431,-639486619701349,-210855355189364,-207441296813902,soul jazz
614463681668999,-170117664703255,678459943728246,-231934530410327,107136311610147,336818853961316,doo-wop
-3789360288653,209541602818206,-113311767857788,101977669842455,-207748093894513,-643312619789297,hip hop
294284689110568,-529729752281761,524383289455578,367539775533764,-775830789034462,678417466236316,hip hop
825982639460625,146162492631206,165620184759729,463062302097622,611791298125203,241415989654232,orchestra
22780685163512,15443403887553,-805860520529138,-174433348923765,-177692353017633,-478655055052838,country rock
471459426481244,979399930300154,-12407532891973,102724116643068,551753705371367,-246730624294613,piano blues
553329217899089,139866344492163,807769664848351,393038840352645,227935004794701,-122963313096538,lullaby
61414219533796,145123158464707,-113679006445416,-132159749049948,-663249400570686,-124018619529965,jazz funk
340710423119355,-3021861701609,-917226429624738,502022322204751,-443961384003431,-120001449179278,sludge metal
586376668167042,113775125705429,-108708068204491,323120752412833,619484696976717,-234866199476382,country blues
212020372612199,-194994385778975,96295540965571,802604635622377,612180193700779,930730472680889,british pop
