artist.hotttnesss,song.hotttnesss,duration,key,loudness,tempo,terms,year,bars_confidence,bars_start,beats_confidence,beats_start,key_confidence,location,release.name,title,artist.name
351489633,305917775,23625098,5.0,-16409,141042,ccm,0,38,300231,791,40438,561,United States,Isn't That Just Like God (Studio Track),Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason
351489633,737850332,23619873,0.0,-15967,241818,rock,2008,254,74119,208,2402,1.0,"Galveston, TX",Sleep Through The Static,Adrift,Jack Johnson
351552506,382246363,23619873,2.0,-6396,90.0,zouk,0,13,66268,335,66268,602,FRANCE,Renaissance,Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),Leila Chicot
351555861,507781667,23619873,5.0,-7092,167697,vocal jazz,2008,341,82303,0.0,82303,554,"Los Angeles, CA",Still Unforgettable,Busted,Natalie Cole
351555861,4181931,4589971,2.0,-14.04,129626,folk metal,2007,88,144662,414,50188,599,"Dublin, Ireland",All Empires Fall,Empire Falls,Primordial
351555861,270775999,23614649,8.0,-2653,94998,pop rap,0,14,215867,694,89233,344,"Mi?1/2engladbach, Germany",Hart(z) IV,Das ist mein Viertel,Eko Fresh feat. Capkekz
351555861,244562851,23609424,2.0,-15737,91888,celtic,0,13,14426,893,14426,905,Tennessee,Dream Palace,Raindrops Keep Falling On My Head,David Arkenstone
351561407,449253877,23609424,9.0,-11326,119035,chanson,1985,845,121439,286,19435,568,"Paris, France",Live 98 En Passant,La Vie Par Procuration,Jean-Jacques Goldman
351561407,340922756,23601587,0.0,-11.38,85073,indietronica,0,105,250883,0.0,21963,987,Not available,European Monsoon,The Island etc.,Pagan Wanderer Lu
351624469,668601101,23598975,0.0,-8298,85976,dance pop,2005,152,122145,0.71,52074,647,"St Michael, Barbados",Music Of The Sun,Music Of The Sun,Rihanna
351652334,620581548,23598975,1.0,-7557,85865,hip hop,2001,479,113291,688,43164,554,Not available,Samy Deluxe,Die Meisten,Samy Deluxe
351675722,301681757,23596363,7.0,-3723,98001,soft rock,0,29,9045,838,26899,207,"Brooklyn, NY",Here At The Mayflower,Come Monday,Barry Manilow
351675722,384201629,23593751,2.0,-6139,92884,salsa,0,46,141385,996,11718,409,Not available,Hard Salsa Coast To Coast Vol 2,Dejaria Todo,Los Titanes
351675722,393215104,23591138,10.0,-10466,161976,chicago soul,0,193,56138,1.0,19121,0.46,"Greenville, MS",Call Tyrone,Cheatin' In The Next Room,Tyrone Davis
351679771,359447512,23585914,8.0,-6682,121988,chinese music,0,64,8117,718,31777,265,Not available,Play Cool,Shuo Ni Ai Wo,Will Pan
351717751,494489518,23580689,2.0,-9139,176591,british pop,0,75,39251,0.0,5341,388,CANADA - B.C.,Losin' Lately Gambler,Horse Doctor_ Come Quick,Corb Lund
351717751,253834736,23580689,10.0,-9716,101.03,jazz fusion,0,0.15,197986,1.0,13473,391,NY - New York City,Miles To Miles,Voices On The Corner,Jason Miles
351717751,430160637,23578077,7.0,-10485,107469,dance rock,0,5,64738,718,11859,432,"Minneapolis, MN",Music From Graffiti Bridge,Round and Round ( LP Version ),Prince & Tevin Campbell
351717751,316721954,23578077,2.0,-8588,90216,hip hop,0,643,6367,548,6367,724,California - SF,Inner-Cept,Standin In,Tunsi
351717751,289902932,23578077,6.0,-8754,153738,lovers rock,1997,201,6362,299,23348,109,Not available,Love Thing,Daughter Of Zion,Winston Reedy
351717751,333303418,23578077,2.0,-9456,145907,country gospel,0,116,6869,945,27702,606,Not available,Reunion,I Never Shall Forget That Day (Reunion Album Version),Bill & Gloria Gaither
351717751,397775654,15621179,3.0,-11375,42086,honky tonk,0,0.0,249513,0.0,120856,0.0,"Madisonville, TN",Country Lovers_ Vol. 2,Enclosed_ One Broken Heart,Eddy Arnold
351717791,627363448,23572853,10.0,-5.09,217.13,post-grunge,2003,429,31056,1.0,3325,799,"Gainesville, FL",Chasing Daylight,Come Around (LP Version),Sister Hazel
351841896,387101737,23572853,0.0,-7807,145.26,deathrock,0,524,64163,524,64163,399,Not available,Gods And Monsters,Monsters In Tinsel Town,Astrovamps
351863472,652839543,23565016,2.0,-6322,142893,post-grunge,1997,357,94563,921,47934,659,"Gainesville, FL",...Somewhere More Familiar,Concede,Sister Hazel
351863472,511424326,23565016,10.0,-3053,115418,heavy metal,2000,24,88851,798,37567,0.13,"Los Angeles, CA",Deal With The Devil,There Will Be Blood Tonight,Lizzy Borden
351877114,401239122,23565016,3.0,-12908,135421,ccm,1980,0.18,54791,0.0,10646,338,Not available,Knowin' You're Around,I'll See You Sunday,Twila Paris
351932182,370566684,23565016,1.0,-6171,152017,ccm,0,136,44263,563,44263,486,"Minneapolis/St. Paul, MN",The Night Before Christmas 2,"Silent Night (Featuring Geoffrey Jones_ Terrence ""T-Bone"" Frierson_ Billy Steele)",Sounds Of Blackness
351960739,627363448,23565016,9.0,-13277,111834,texas blues,1996,7,20264,917,20264,325,"Dallas, TX",Blues At Sunrise,Chitlins Con Carne,Stevie Ray Vaughan And Double Trouble
351998338,525497119,23562404,0.0,-8.48,159083,dance pop,1995,29,55092,1.0,17238,406,Not available,Animals or Human,Find Another Way,Captain Hollywood Project
351998338,288726537,23554567,10.0,-17471,97671,indie,0,343,6134,321,6134,423,Not available,La vie va si vite (Live),Il fait dA(c)jA (Live),"Claire ElziA""re"
351998338,271757448,23554567,6.0,-3508,133191,gaita,0,73,100006,454,53302,84,Not available,Zume De Tierra,Burbullas A Grella,Xose Manuel BudiA+-o
352120336,368336782,23551955,4.0,-9356,97544,hip hop,1993,95,74858,1.0,1474,0.12,Not available,No Pressure,Stay Real,Erick Sermon
352235517,202216974,23549342,2.0,-6299,140143,dance-punk,2008,17,62595,1.0,19778,804,United States,Popular Music Social Condition,Ammunition,The Jane Shermans
352338668,58257534,23541506,8.0,-11761,116195,dance pop,1986,76,72416,771,21072,0.31,Los Angeles &amp; New York,Control,When I Think Of You,Janet Jackson
352338668,334706549,23541506,4.0,-5492,129318,parody,1992,387,62592,734,16588,509,Not available,Break Like The Wind,The Majesty Of Rock,Spinal Tap
352338668,31143764,23536281,6.0,-8922,103916,southern gospel,0,3,61915,1.0,3823,69,Mississippi,Hear Our Prayers O Lord,Lift Jesus Up,The Jackson Southernaires
352338668,215080319,23536281,9.0,-12767,91859,blues-rock,0,266,96964,964,31703,156,Not available,A-sides_ B-sides and Rarities,We Have All The Time In The World (Live),Fun Lovin' Criminals
352342013,375652824,2557342,3.0,-13174,128398,vaudeville,0,416,71962,416,71962,0.4,"New York City, New York",Horse Feathers / Animal Crackers,End Title/Animal Crackers,The Marx Brothers
352342013,296823951,23531057,0.0,-18638,63993,ragtime,0,425,91509,425,91509,363,"Stamford, CT",Garden Of Joy,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),Jim Kweskin
352342013,33137317,23525832,6.0,-7676,71.14,bhangra,2006,41,156751,588,7245,0.07,Not available,The Project,Sorry Feat. Rafaqat Ali Khan,Rishi Rich
352364098,60797181,23525832,0.0,-9407,117946,grunge,1998,7,106505,538,55463,0.77,"Seattle, WA",Seattle Washington November 5 2000,Wishlist,Pearl Jam
352364098,485296593,23520608,2.0,-7004,80865,gangster rap,2005,0.36,-460934,809,3315,249,"Bronx, NY",All Or Nothing,My FoFo (Album Version - Amended),Fat Joe
352364098,372530039,23520608,7.0,-5225,151941,hard rock,2006,27,62139,493,27862,479,"Minneapolis, MN",The Silver Lining,Slowly Rising,Soul Asylum
352410127,360370583,23520608,7.0,-7012,142001,dance-punk,2008,4,52123,584,9312,21,Not available,Cardio-Vascular,On Probation,Youves
352410127,228096066,23517995,1.0,-3775,159499,gangster rap,2002,376,82889,0.0,3706,0.45,"Bronx, NY",Loyalty,Prove Something (explicit album version),Fat Joe
352410127,347249717,21867057,11.0,-15429,30048,experimental rock,0,619,182781,619,182781,234,Not available,Live At The Tiki Ballroom...,Engel,Der Plan
352410127,43678295,23517995,5.0,-7.7,145949,roots reggae,0,96,8577,0.44,50435,96,Not available,Peace in a time of war,Time to come true,SOJA
352410127,340632715,23517995,4.0,-7145,159798,dancehall,0,45,28403,913,28403,203,Not available,Burnin up,Girls Girls,Pinchers & Ganglords
352410127,487112195,23515383,4.0,-4.13,91026,reggaeton,2007,128,190787,757,58996,85,Puerto Rico,El Cartel: The Big Boss,A Lo Clasico,Daddy Yankee
352459616,460484845,23512771,0.0,-8567,111518,neoclassical,2007,118,46401,619,46401,813,Not available,RyanDan,Always,RyanDan
352459616,246950841,23512771,10.0,-4499,129976,progressive house,2004,334,95465,516,48717,714,"Pasco, WA",Save My Soul,Save My Soul (Cypher UK Radio Edit),Kristine W.
352563985,322590158,23512771,9.0,-10677,72305,lovers rock,0,171,90932,213,7043,352,Not available,Love Rule,Dancehall Man,Thriller U
352563985,1005941966,23510159,6.0,-6618,94993,hip hop,2000,21,36478,0.74,36478,748,"Los Angeles, CA",Bridging The Gap,On My Own,Black Eyed Peas / Les Nubians / Mos Def
352563985,375676929,23507546,7.0,-8253,135426,bass music,0,84,-210378,0.0,24242,84,"St. Louis, MO",Ghettotech For Slow People,6 A.M. Funk,Disco D
352620791,235252268,23507546,9.0,-10589,140007,industrial rock,0,0.09,77524,1.0,34458,171,Arizona,Turbocharger,Hypergasm,Chaotica
352620791,38293509,23504934,7.0,-9338,167873,rap,0,43,52673,0.27,17136,131,"New York, NY [Queens]",The Green Ghost Project (Clean),Shadows,Styles P & The Evil Genius DJ Green Lantern
352824194,542307526,23504934,5.0,-9642,90507,trip hop,2002,104,86772,397,21086,402,Not available,Exit,Heaven Only Knows,K-OS
352824194,588922168,23504934,2.0,-10562,117507,country rock,0,35,60402,0.75,15656,192,Ireland,Best of 1991-2001 Hidden Harvest,Say A Little Prayer,Mary Black
352868134,253834736,23504934,4.0,-8748,126191,blues-rock,2006,2,120492,1.0,23044,572,"West Hartlepool, England",Precious Little,Maria De Santiago,Jeremy Spencer
352868134,443245313,13217914,0.0,-5021,178249,experimental rock,2007,0.06,4904,474,14933,321,Pennsylvania,Zen And The Art Of Total Fucking Destruction,Enslaved By Propaganda,Total Fucking Destruction
352868134,419967936,23491873,9.0,-8.38,145883,heavy metal,1985,212,232086,622,20641,95,"Los Angeles, CA",The Murderess Metal Road Show,Psychopath,Lizzy Borden
352870872,479308459,23484036,0.0,-5771,84058,glam rock,1973,0.7,159322,176,82555,413,"New York, NY",Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,Vietnamese Baby,The New York Dolls
352902254,387561697,2600224,1.0,-5048,145941,new romantic,0,114,81528,806,40182,235,Not available,EP,Eric,The Monroes
352919184,494489518,23478812,10.0,-8032,146569,country blues,2003,376,44433,247,4142,74,"Greenwood, MS",Good Morning Judge,Old Hobo,Furry Lewis
352919184,341904574,28614485,9.0,-24597,169775,latin jazz,0,227,104714,447,68669,206,"Sao Paulo, Brazil",Music Of The Brazilian Masters,Ernesto Nazareth,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd
352919184,445454526,23478812,2.0,-6276,99644,ccm,1985,0.43,36626,578,36626,0.05,Not available,80's Ultimate Collection,Scandalon,Michael Card
352919184,342406391,23478812,2.0,-12.38,160443,modern rock,0,125,86291,0.64,47332,783,Atlanta Georgia USA,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,Pray For Me (One Step Closer Album Version),Scott Wesley Brown
352973771,792042603,23473587,10.0,-10807,106525,rock,2005,161,1757548,392,53987,226,"Los Angeles, CA",A Beautiful Lie,Hunter,30 Seconds To Mars
352976472,357049054,23473587,0.0,-2019,137936,electropop,2007,138,258307,742,213136,0.33,Not available,Out of the Club Into the Night,Letters to Norway,Planetakis
352976472,249065795,23473587,0.0,-14.18,120049,blues-rock,2004,0.13,115902,491,6298,166,"Brenham, TX",Circo,Mill Creek,Darden Smith
352976472,496783015,23468363,4.0,-5464,183619,hip hop,2005,443,46318,538,13403,581,Not available,Hahnenkampf Live,Freiwild,K.I.Z.
352976472,24929692,23468363,8.0,-5968,70074,alternative dance,2007,186,204423,0.72,32816,0.54,"London, England",Glory Bumps,Squanderer,Shriekback
352976472,301246881,23468363,5.0,-14213,102605,lovers rock,0,496,104924,496,104924,132,Not available,Vibes,Your Love,Glen Washington
353000688,606630152,23465751,1.0,-12.75,119.67,hip hop,1984,43,146506,593,9623,572,Not available,Run DMC,Hard Times,RUN-DMC
353000688,653870886,23465751,6.0,-9768,164637,blues-rock,2004,243,125127,0.57,51534,458,Not available,There Will Be A Light,Take My Hand,Ben Harper And The Blind Boys Of Alabama
353000688,265861049,23463138,9.0,-5343,147886,flamenco,2008,21,9269,393,13546,593,CA!diz,Con Los Pies En La Tierra,Amores Cobardes,Andy & Lucas
353000688,413739836,23460526,1.0,-5172,167.59,pop rap,2007,397,57763,27,2935,474,"Mi?1/2engladbach, Germany",Ekaveli,Et kA1/4tt wie et kA1/4tt,Eko Fresh
353000688,471971172,23460526,2.0,-8339,69965,power metal,1992,561,765185,867,51118,757,"Oxford, England",Le Jardin De Heavenly,Smile,Heavenly
353000688,212045406,23457914,5.0,-14206,42106,jazz funk,1998,102,170344,752,29509,2,"Firenze, Italy",La legge dei gangsters,Apertura in jazz,Piero Umiliani
353034056,243551901,23457914,4.0,-12452,91044,latin jazz,0,125,473662,904,40639,1.0,"UbA!, Minas Gerais",Selecao De Ouro Vol.2,Noche De Ronda,Nelson Ned
353034056,255666334,23457914,4.0,-7459,150087,hip hop,0,92,93814,0.0,14014,335,Not available,New Recruits,None Missing,Birdapres
353034056,590240598,23455302,8.0,-6931,115033,dark wave,2007,45,107133,0.0,3691,893,Not available,Into A Swan,Into A Swan,Siouxsie
353156298,638297906,23452689,4.0,-6022,167909,underground rap,2001,403,48835,674,13081,442,Not available,Labor Days,Flashflood,Aesop Rock
353156298,450546674,23452689,7.0,-13992,124604,cumbia,0,0.06,91059,798,41906,407,Not available,Adios Sui Generis Vol.I,Cancion Para Mi Muerte,Sui Generis
353156298,192264382,23452689,2.0,-21854,171123,cumbia,0,89,47518,769,12264,812,Not available,Un Fuego De Sangre Pura: Los Gaiteros de San Jacinto from Colombia,El Corcovado (The Wood-Quail),Los Gaiteros de San Jacinto
353156298,833006243,23450077,6.0,-5811,111319,new wave,1984,825,19626,825,19626,406,"Boston, MA",The Squid And The Whale,Drive,The Cars
353156298,32085013,16438812,2.0,-11113,196446,gypsy jazz,0,0.2,31039,0.2,31039,238,Not available,Dansez Avec Jo Privat,Espoirs Perdus (Valse),Jo Privat
353156298,561428518,23447465,0.0,-6814,131065,roots reggae,2008,27,97462,249,6029,476,Not available,Revealed,Don't Take Your Spirit Away,Deitrick Haddon
353156298,345802234,23444853,10.0,-10173,102055,roots reggae,2005,636,55116,636,55116,166,"Kingston, Jamaica",Exclusively,Musical Episode,Horace Andy
353215201,460484845,23434404,1.0,-5239,124992,tech house,2010,43,12899,1.0,12899,735,"Berlin, Germany",Rette Mich SpA$?ter,Rette Mich SpA$?ter (Michael Ilbert Radio Mix),2raumwohnung
353242067,586108246,23431791,6.0,-6428,133827,pop rap,0,119,116295,846,26619,532,Not available,Welcome Back,My Harlem Lullaby (Album Version),Mase
353242067,291264812,23426567,10.0,-18149,77235,opera,0,86,94739,698,13273,356,Not available,Massenet: Werther,Werther - Lyric Drama in four Acts/Act I/RAave! Extase! Bonheur!,RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski
353242067,687434282,23426567,7.0,-17279,87553,quiet storm,2010,0.13,52935,0.0,52935,794,"Ibadan, Nigeria",Soldier of Love,Morning Bird,Sade
353248097,413739836,23416118,1.0,-6135,96007,ccm,2001,0.13,159092,1.0,32407,553,Thaba Nchu,The Last Street Preacha,Ride Wit Me,T-Bone
353252663,579938252,23416118,0.0,-6748,127257,bluegrass,0,623,16315,623,16315,839,Not available,The Company We Keep,She Can't Burn Me Now,The Del McCoury Band
353256679,333154508,43164689,11.0,-14621,106219,hard bop,0,949,49337,949,49337,191,"Los Angeles, CA",Once More,Estate,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas
353345469,33014018,23410893,0.0,-9148,122425,irish folk,1995,156,126295,803,21225,679,Not available,Celtic Twilight 6,Romeo's Exile,Liam O'Flynn
353364767,499445835,23405669,7.0,-3398,100482,rap metal,0,185,162173,548,42746,777,"Des Moines, Iowa",Vol. 3: The Subliminal Verses [Special Package],People = Sh*t (live) (Album Version),Slipknot
353364767,31267856,23405669,2.0,-9464,115231,flamenco,0,125,3278,846,3278,463,Not available,Orillas,Marrakech,Juan Carmona; Ricardo Larroze
353364767,393457111,23405669,1.0,-5914,111253,hip hop,2005,514,27031,514,27031,99,Not available,So Deluxe So Glorious,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),Samy Deluxe
353441853,236771611,23403057,6.0,-10742,166749,roots reggae,0,0.06,40142,1.0,435,0.03,Detroit USA,Reggae Superstars 9 & 10,The Wonders,Yami Bolo
353441853,462379946,23397832,7.0,-10819,154028,progressive house,1996,283,81548,1.0,337,526,Brewster New York USA,Ninja Mental - Unplugged MTV,Ninja Mental,Illya Kuryaki And The Valderramas
353441853,335368578,23392608,1.0,-9225,79098,future jazz,0,156,64973,914,64973,439,Georgia,JTV,Lu Ren Jia,Justin
353441853,733916707,23392608,11.0,-4148,99742,rap,2005,134,2790851,244,53021,623,"New York, NY [Harlem]",What The Game's Been Missing!,Lil' Boy Fresh,Juelz Santana
353532628,31267856,23384771,7.0,-9.07,91479,flamenco,0,29,98541,0.0,3272,292,Not available,Borboreo,Pa'lla pa'ca,Juan Carmona
353540508,629790623,23379546,2.0,-8023,89665,pop rock,2009,466,165499,921,32988,749,Not available,Hold Up My Heart,Hold Up My Heart,Brooke White
353566815,509039915,23376934,5.0,-5779,140.13,folk metal,0,88,22272,1.0,22272,482,Not available,Two Warriors,Winter (Four Seasons),Ulytau
353770348,474054831,23374322,4.0,-3734,114127,heavy metal,2005,82,104652,542,52179,512,Not available,Mein rasend Herz,Signapur,In Extremo
354168955,662493161,23366485,11.0,-6446,137951,modern rock,2009,412,62183,886,19404,0.0,Arizona,Panoramic,Way Beyond,32 Leaves
354168955,56633949,23366485,4.0,-11104,160052,neo-progressive,2006,133,76052,605,38048,352,Not available,Little Man,Boxing Day,The Pineapple Thief
354168955,375984302,23366485,0.0,-8932,110487,hard rock,0,292,73166,0.62,18601,858,"Coral Springs, Florida",Live Around The World 1991 - 1996,ICU,Saigon Kick
354168955,410053623,23363873,0.0,-5404,127876,dancehall,2005,175,175546,105,35048,649,Not available,Kings of Zion Part III,Say Yeah,Capleton
354168955,680655631,23363873,5.0,-23893,115.38,piano blues,1989,489,44273,346,44273,655,"Jackson, MS",Spanning A Lifetime,Evil Ways,Otis Spann
354168955,229144104,23363873,7.0,-7532,92499,alternative dance,0,72,149965,152,20944,0.53,"HARPERSVILLE, Alabama",The Best Of British,World Destruction (2005 Digital Remaster),Time Zone
354295581,784194616,23358649,2.0,-3937,89.78,alternative metal,2001,447,249921,614,20127,604,"Atlanta, GA",Call of the Mastodon,Shadows That Move,Mastodon
354307353,459189195,23358649,6.0,-7473,80521,dancehall,2003,92,96944,327,30118,892,"Kingston, Jamaica",Good 2 Go,Head Gone/Wine Up Uh Self (Album Version),Elephant Man
354354392,328826085,23353424,7.0,-5815,137496,blues-rock,0,0.05,7965,416,7965,154,Not available,Southern Shades Of Blue Volume II,Sittin' Here With Nothing,Big Mike Griffin
354369616,215080319,23350812,10.0,-5588,148371,zydeco,0,41,-4381,0.0,37093,0.0,"Lafayette, LA",Trouble,Trouble (Studio),Buckwheat Zydeco
354369616,383818662,23350812,2.0,-2999,102165,rockabilly,0,233,117554,581,60318,745,Not available,En Joy,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),Jaime Urrutia
354369616,615454462,23345587,7.0,-13425,108565,new wave,1980,8,303374,1.0,248004,407,"London, England",Zenyatta Mondatta,Voices Inside My Head,The Police
354454709,449253877,23750485,2.0,-8069,126.0,chanson,0,41,113008,422,62781,521,"Paris, France",Singulier 81 - 89,Etre Le Premier,Jean-Jacques Goldman
354472191,265861049,23345587,7.0,-7.92,118152,ccm,0,21,98917,117,98917,704,Not available,A Room Full Of Stories,Cover To Cover,Wes King
354472191,54794043,23342975,9.0,-9545,110933,gangster rap,2007,26,104227,434,50365,755,"Fort Myers, FL",The Real Testament,Goons Lurkin (Instrumental Album Version),Plies
354472191,427446572,23342975,10.0,-6209,220031,freestyle,2007,88,55347,931,27679,747,"Minneapolis, MN",Synthesizer,More to This,Information Society
354517343,515963631,23340363,2.0,-4422,119579,hip hop,1999,695,170647,672,42977,207,Not available,...And Then There Was X,Good Girls_ Bad Guys,DMX / Dyme
354517343,476248227,23340363,2.0,-6857,97433,folk rock,0,87,44096,1.0,44096,119,Not available,Uppers & Downers,The Universe is in the Oven,Cobra Killer
354532106,591628024,13251873,4.0,-14421,142409,hip hop,1994,421,63241,1.0,21614,858,"New York, NY",Ill Communication,Eugene's Lament,Beastie Boys
354574371,360344686,23340363,4.0,-16618,76731,opera,0,34,51398,292,51398,0.0,"New York, NY",Verdi : Un ballo in maschera,Un ballo in maschera (2002 Digital Remaster)_ Act 2: Oh_ qual soave brivido (Riccardo/Amelia),Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni
354574371,265861049,23340363,7.0,-7106,195874,progressive house,1994,226,541657,579,73399,353,Not available,Made In Italy,Balon Combo,Mau Mau
354602926,303189557,23337751,5.0,-4777,120357,pop folk,0,712,105589,898,6083,35,Not available,Dipla Se Sena,Den Thelo Tipota,Natassa Theodoridou
354602926,374531255,23337751,10.0,-9917,97001,j pop,0,2,5124,1.0,5124,521,Not available,Never Look Back,Lonley,Elva Hsiao
354619059,38293509,23332526,8.0,-5755,151051,hip hop,2008,7,49423,0.62,9119,553,Japan,Everywhere At Once,Is It The Skin I'm In?,Lyrics Born
354725755,603440995,23327302,1.0,-4309,0.0,industrial dance,2004,0.0,0.0,0.0,0.0,402,Not available,THIS IS MY BATTLEFIELD,bereit,Panzer AG
354825639,377531645,23327302,9.0,-5.92,208002,big beat,2003,54,15875,801,15875,586,Not available,Teta,Carita De Rosa,Gertrudis
354996926,405115722,23324689,4.0,-11638,99133,brazilian pop music,0,2,100942,0.57,37042,505,Not available,2 Em 1 (Dois Em Um),Palavras,Nana Caymmi
355008769,265861049,23322077,9.0,-6898,141846,heavy metal,0,84,106825,604,21249,711,Not available,At Home With You,All Over Now,X
355008769,533370878,23322077,11.0,-4741,154998,nu metal,2006,73,16822,988,16822,362,Not available,Make A Star,Chase The Light,Dope Stars Inc.
355008769,625865454,23316853,2.0,-11357,139994,dubstep,2008,213,112077,757,16582,0.83,"London, United Kingdom",Diary Of An Afro Warrior,Zero M2,Benga
355022011,40841995,23311628,9.0,-3.3,80006,post-grunge,2008,439,131247,557,59564,555,Not available,Manifesto,21st Century Time Bomb,Opiate For The Masses
355107487,325898536,23311628,10.0,-9443,127989,breakcore,0,59,215773,815,116935,542,NORWAY,La fin de l'A(c)ternitA(c),Le complexe de Sisyphe,Melatonin
355320262,370441155,8732689,7.0,-21523,36624,opera,0,1.0,30205,1.0,30205,595,Not available,Gluck: OrfA(c)e et Euridice,"Eurydice! ombre chA""re!",Juan Diego FlA3rez / Orquesta SinfA3nica de Madrid / JesAos LA3pez-Cobos
355320262,212045406,23303791,5.0,-4329,131059,dance rock,0,199,67138,0.93,1987,276,Not available,Goku Tama Rock Cafe,S*B*Y,An Cafe
355320262,27829312,23301179,7.0,-6589,169235,bluegrass,0,264,95418,123,21475,807,"Rayne, LA",Cajun Blood,Cajun Blood,Jo-El Sonnier
355378552,579728749,23298567,7.0,-4118,90131,heavy metal,1985,991,3293,991,3293,0.43,"Los Angeles, CA",Love You To Pieces,Love You to Pieces,Lizzy Borden
355378552,425304242,23298567,4.0,-4297,166057,pop rock,0,43,100485,767,262,546,Not available,Holiday From You,Last Goodbye,The Gufs
355432289,586729913,28384608,8.0,-7.0,149012,hard rock,0,16,45159,519,4642,936,"New York, NY",MTV Unplugged,Every Time I Look At You,Kiss
355449048,351932182,23288118,6.0,-5573,167951,latin jazz,0,222,96759,712,60968,472,Not available,Destinos,Sentimentos Desiguais,CAC/ndido
355491136,306947609,23285506,8.0,-8.72,93425,visual kei,0,48,93701,611,22308,376,Not available,Keep cool,The tears I cried,Lara & The Gumbo Lickers
355491136,319234085,23285506,2.0,-12004,103064,blues,0,0.62,44924,0.62,44924,632,Illinois,Back In Chicago: Jammin' with Willie Kent and the Gents,Everybody Wants To Go To Heaven,Freddie Roulette
355491136,777048955,23282893,10.0,-6051,102889,rap,0,0.02,105222,0.4,47763,732,"Bronx,New York City (USA)",Opposite Of H20,Niggas Die 4 Me,Drag-On / DMX
355491136,328826085,23282893,5.0,-7875,86164,blues-rock,0,4,396,1.0,396,333,Not available,Sittin' Here With Nothing,The Last Thing I Need,Big Mike Griffin
355495957,345802234,23280281,10.0,-8573,85772,tejano,0,105,853688,795,6723,828,Texas,Todos Mis Exitos Vol. 2,Tu Robaste Mi Corazon,Selena
355495957,383934684,23280281,7.0,-7716,98623,singer-songwriter,0,213,153946,1.0,28613,368,"Ottawa, ON, Canada",The North Side Benches,Somewhere Else,Jim Bryson
355502995,333770845,23277669,3.0,-22.42,103.3,chamber jazz,1992,0.53,164732,722,29532,292,Not available,Places In Time,Through Bucky's Eyes,Michael Gettel
355515927,587102737,23275057,3.0,-2.42,104705,los angeles,2008,35,43101,464,49433,499,"Karlsruhe, Germany",Black Snow,Starlight,Snowgoons
355625946,654914474,23275057,2.0,-5126,128962,alternative rock,2008,685,52355,0.0,6123,121,"Melbourne, Victoria, Australia",Nu Disco '10,Sweet Disposition,The Temper Trap
355625946,599660358,23275057,0.0,-4045,127974,tech house,2006,88,110078,1.0,15913,687,Not available,World Upside Down,Rock Bottom,House Of Lords
355667956,496224349,23264608,2.0,-19991,74665,western swing,1970,169,119811,586,3944,845,"Brownsville, TX",Broken Freedom Song: Live From San Francisco,Darby's Castle,Kris Kristofferson
355667956,499018398,23264608,7.0,-6349,142409,country,0,25,97469,0.0,12228,477,Not available,Jimmy Wayne,Are You Ever Gonna Love Me?,Jimmy Wayne
355707867,360370583,23264608,2.0,-7111,145858,blues-rock,2004,18,106435,408,24294,0.92,"Walker-on-Tyne, England",My secret life,Motorcycle girl,Eric Burdon
355707867,201387442,23261995,10.0,-14511,97342,tango,1982,172,93472,661,30804,572,Not available,Actuar Para Vivir,Tiempos Dificiles,Juan Carlos Baglietto
355707867,215080319,23259383,0.0,-10692,159.89,lovers rock,0,792,65634,792,65634,687,"Kingston, Jamaica",The Mighty Morwells Presents Gregory Isaacs,Saddam,Gregory Isaacs
355790397,447784051,23256771,0.0,-10181,140.09,irish folk,0,2,73121,743,30913,837,Not available,The Hour Before Dawn,Bonnie Mae,Solas
355790397,262308997,23251546,4.0,-15497,104346,honky tonk,0,33,18092,0.0,18092,912,"Beaumont, Texas",Wine Colored Roses,These Old Eyes Have Seen It All,George Jones
355899039,426642657,23248934,2.0,-4286,110016,electronica,0,9,75846,1.0,21417,0.0,Not available,Siempre Es Hoy/Reversiones,Tu Cicatriz En Mi,Gustavo Cerati
355899039,480236921,23248934,5.0,-6388,85.96,chinese music,2009,126,115154,849,115154,694,Not available,Let's Smile !,I Am Here,F.I.R.
355907642,360813235,23248934,5.0,-6327,99977,cantonese pop,0,469,7732,879,16095,698,Not available,It's My Day,Xin Bu Liao Qing,Fiona Sit
355974359,368054039,1755424,10.0,-14438,105715,country blues,0,479,167863,744,48599,32,"Greenwood, MS",Masters Of Memphis Blues_ CD A,Everybody's Blues,Furry Lewis
355974359,253834736,23241098,9.0,-6138,156527,pop rock,0,64,4843,1.0,6046,1.0,Not available,The Gufs,Sunday Driver (LP Version),The Gufs
